"Heart of Darkness; ;Joseph Conrad;Heart of Darkness, a novel by Joseph Conrad, was originally a three-part series in Blackwoods Magazine in 1899. It is a story within a story, following a character named Charlie Marlow, who recounts his adventure to a group of men onboard an anchored ship. The story told is of his early life as a ferry boat captain. Although his job was to transport ivory downriver, Charlie develops an interest in investing an ivory procurement agent, Kurtz, who is employed by the government. Preceded by his reputation as a brilliant emissary of progress, Kurtz has now established himself as a god among the natives in one of the darkest places on earth. Marlow suspects something else of Kurtz: he has gone mad.A reflection on corruptive European colonialism and a journey into the nightmare psyche of one of the corrupted, Heart of Darkness is considered one of the most influential works ever written.;Classics, Fiction, Literature, Africa, Historical Fiction, School, Novels, Read For School, Adventure, High School;188;Green Integer;10/01/03;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392799983l/4900.jpg;"
"The Battle of the Labyrinth;Percy Jackson and the Olympians ;Rick Riordan;Percy Jackson isnt expecting freshman orientation to be any fun. But when a mysterious mortal acquaintance appears at his potential new school, followed by demon cheerleaders, things quickly move from bad to worse.In this fourth installment of the blockbuster series, time is running out as war between the Olympians and the evil Titan lord Kronos draws near. Even the safe haven of Camp Half-Blood grows more vulnerable by the minute as Kronoss army prepares to invade its once impenetrable borders. ;Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Childrens, Greek Mythology, Urban Fantasy, Magic;361;Hyperion Books for Children;03/06/08;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518607478l/2120932.jpg;"
"A Midsummer Nights Dream; ;William Shakespeare;Shakespeares intertwined love polygons begin to get complicated from the start--Demetrius and Lysander both want Hermia but she only has eyes for Lysander. Bad news is, Hermias father wants Demetrius for a son-in-law. On the outside is Helena, whose unreturned love burns hot for Demetrius. Hermia and Lysander plan to flee from the city under cover of darkness but are pursued by an enraged Demetrius (who is himself pursued by an enraptured Helena). In the forest, unbeknownst to the mortals, Oberon and Titania (King and Queen of the faeries) are having a spat over a servant boy.;Classics, Plays, Fiction, Drama, Fantasy, School, Romance, Literature, Theatre, Poetry;240;Simon & Schuster Paperbacks;07/28/16;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327874534l/1622.jpg;"
"Clockwork Princess;The Infernal Devices ;Cassandra Clare;Danger and betrayal, love and loss, secrets and enchantment are woven together in the breathtaking finale to the #1 New York Times bestselling Infernal Devices Trilogy, prequel to the internationally bestselling Mortal Instruments series.THE INFERNAL DEVICES WILL NEVER STOP COMINGA net of shadows begins to tighten around the Shadowhunters of the London Institute. Mortmain plans to use his Infernal Devices, an army of pitiless automatons, to destroy the Shadowhunters. He needs only one last item to complete his plan: he needs Tessa Gray.Charlotte Branwell, head of the London Institute, is desperate to find Mortmain before he strikes. But when Mortmain abducts Tessa, the boys who lay equal claim to her heart, Jem and Will, will do anything to save her. ;Fantasy, Young Adult, Romance, Paranormal, Steampunk, Historical Fiction, Urban Fantasy, Angels, Fiction, Historical;567;Walker Books Ltd;09/05/13;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436788488l/18335634._SY475_.jpg;"
"The Prophet; ;Kahlil Gibran;Kahlil Gibrans masterpiece, The Prophet, is one of the most beloved classics of our time. Published in 1923, it has been translated into more than twenty languages, and the American editions alone have sold more than nine million copies.The Prophet is a collection of poetic essays that are philosophical, spiritual, and, above all, inspirational. Gibrans musings are divided into twenty-eight chapters covering such sprawling topics as love, marriage, children, giving, eating and drinking, work, joy and sorrow, housing, clothes, buying and selling, crime and punishment, laws, freedom, reason and passion, pain, self-knowledge, teaching, friendship, talking, time, good and evil, prayer, pleasure, beauty, religion, and death.;Poetry, Philosophy, Classics, Fiction, Spirituality, Religion, Literature, Inspirational, Self Help, Novels;127;Simon;01/01/10;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355046521l/2547.jpg;"
"The Mists of Avalon;Avalon ;Marion Zimmer Bradley;Here is the magical legend of King Arthur, vividly retold through the eyes and lives of the women who wielded power from behind the throne. A spellbinding novel, an extraordinary literary achievement, THE MISTS OF AVALON will stay with you for a long time to come....;Fantasy, Fiction, Historical Fiction, Arthurian, Mythology, Science Fiction Fantasy, Historical, Classics, Romance, Magic;1009;Ballantine Books;07/15/01;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529610467l/40605251._SX318_.jpg;"
"Final Call;Call Duology ;Emma Hart ;I became a dreamer again. A believer. And walking away hurts just as much as it did seven years ago.But over doesn't have to mean over-at least in Aaron Stone's mind. His pursuit is relentless, his determination unwavering. He'll go to any lengths to keep me and prove that I belong to him. Unfortunately, love isn't easy, and whether or not I forgive him is irrelevant to his past catching up with us. ;Romance, Contemporary Romance, Erotica, Contemporary, Adult, New Adult, Erotic Romance, Drama;275;Simon;05/06/14;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400751185l/21438940.jpg;"
"The Sight;The Sight ;David Clement-Davies;In the shadow of an abandoned castle, a wolf pack seeks shelter. The she-wolfs pups will not be able to survive the harsh Transylvanian winter. And they are being stalked by a lone wolf, Morgra, possessed of a mysterious and terrifying power known as the Sight. Morgra knows that one of the pups born beneath the castle holds a key to power even stronger than her own power that could give her control of this world and the next. But the pack she hunts will do anything to protect their own, even if it means setting in motion a battle that will involve all of nature, including the creature the wolves fear the most: Man.;Fantasy, Young Adult, Animals, Fiction, Wolves, Adventure, Childrens, Animal Fiction, Magic, Young Adult Fantasy;486;Firebird;08/11/03;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388297746l/58085.jpg;"
"Vaclav and Lena; ;Haley Tanner;In Vaclav & Lena Haley Tanner has created two unforgettable young protagonists who evoke the joy, the confusion, and the passion of having a profound, everlasting connection with someone else.Vaclav and Lena seem destined for each other. They meet as children in an ESL class in Brighton Beach, Brooklyn. Vaclav is precocious and verbal. Lena, struggling with English, takes comfort in the safety of his adoration, his noisy, loving home, and the care of Rasia, his big-hearted mother. Vaclav imagines their story unfolding like a fairy tale or the perfect illusion from his treasured Magicians Almanac, but among the many truths to be discovered in Haley Tanners wondrous debut is that happily-ever-after is never a foregone conclusion.One day, Lena does not show up for school. She has disappeared from Vaclavs and his familys lives as if by a cruel magic trick. For the next seven years, Vaclav says goodnight to Lena without fail, wondering if she is doing the same somewhere.;Fiction, Young Adult, Romance, Contemporary, Russia, Coming Of Age, Adult Fiction, New York, Adult, Novels;292;The Dial Press;05/17/05;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297870296l/9476308.jpg;"
"No Girls Allowed;Sweet Valley Kids ;Francine Pascal;Elizabeth Wakefield is the star of the Sweet Valley Soccer League. Her good friend Todd Wilkins plays on the team, too. But suddenly the other boys are teasing Todd, saying that Elizabeth is his """"girlfriend."""" Now Todd is being mean to Elizabeth. He says shes not good at sports just because shes a girl! Playing soccer isnt fun anymore, so Elizabeth quits. But without their best player, the soccer team cant win! Can the team get Elizabeth back?;English,Childrens;96;Sweet Valley;03/01/95;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387664805l/1557373.jpg;"
"Veil of Pearls; ;MaryLu Tyndall;She thought she could outrun her past...It is 1811, and the prosperous port city of Charleston is bustling with plantation owners, slaves and immigrants. Immigrants such as the raven-haired Adalia Winston. But Adalia has a secret: her light skin belies that she is part black and a runaway slave from Barbados. Skilled in herbal remedies, Adalia finds employment with a local doctor and settles into her quiet life, thankful for her freedom but still fearful that her owner will find her.;Historical Fiction, Christian Fiction, Romance, Christian, Historical, Historical Romance, Fiction, Christian Romance, Christian Historical Fiction, Regency;312;Barbour Books;07/01/12;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325631932l/13324521.jpg;"
"The Sea of Monsters;Percy Jackson and the Olympians;Rick Riordan;The heroic son of Poseidon makes an action-packed comeback in the second must-read installment of Rick Riordans amazing young readers series. Starring Percy Jackson, a """"half blood"""" whose mother is human and whose father is the God of the Sea, Riordans series combines cliffhanger adventure and Greek mythology lessons that results in true page-turners that get better with each installment.In this episode, The Sea of Monsters, Percy sets out to retrieve the Golden Fleece before his summer camp is destroyed, surpassing the first books drama and setting the stage for more thrills to come.;Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Adventure, Childrens, Urban Fantasy, Greek Mythology, Magic;279;Hyperion Books;04/01/06;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400602661l/28186.jpg;"
"The Joy Luck Club; ;Amy Tan;Four mothers, four daughters, four families, whose histories shift with the four winds depending on whos telling the stories. In 1949, four Chinese women, recent immigrants to San Francisco, meet weekly to play mahjong and tell stories of what they left behind in China. United in loss and new hope for their daughters futures, they call themselves the Joy Luck Club. Their daughters, who have never heard these stories, think their mothers advice is irrelevant to their modern American lives  until their own inner crises reveal how much theyve unknowingly inherited of their mothers pasts. With wit and sensitivity, Amy Tan examines the sometimes painful, often tender, and always deep connection between mothers and daughters. As each woman reveals her secrets, trying to unravel the truth about her life, the strings become more tangled, more entwined. Mothers boast or despair over daughters, and daughters roll their eyes even as they feel the inextricable tightening of their matriarchal ties.;Fiction, Historical Fiction, Classics, China, Contemporary, Adult Fiction, Adult, Literature, Asia, Novels;288;Penguin Group;09/21/06;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586662847l/7763._SY475_.jpg;"
"Samuel Adams: Father of the American Revolution; ;Mark Puls;Winner of the 2007 Fraunces Tavern Museum Book Award!Samuel Adams is perhaps the most unheralded and overshadowed of the founding fathers, yet without him there would have been no American Revolution. A genius at devising civil protests and political maneuvers that became a trademark of American politics, Adams astutely forced Britain into coercive military measures that ultimately led to the irreversible split in the empire. His remarkable political career addresses all the major issues concerning Americas decision to become a nation -- from the notion of taxation without representation to the Declaration of Independence. George Washington, Thomas Jefferson and John Adams all acknowledged that they built our nation on Samuel Adams foundations. Now, in this riveting biography, his story is finally told and his crucial place in American history is fully recognized.;Biography, History, American Revolution, Nonfiction, American History, Politics, American Revolutionary War;273;Palgrave MacMillan;10/01/04;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316730429l/296908.jpg;"
"Starting Over; ;Robin Pilcher;Robin Pilcher, bestselling author of An Ocean Apart returns readers to contemporary Scotland, where the """"simple"""" life has grown somewhat more complicated, but the shortest distance between lonely hearts will always be love...Sometimes The Hardest Thing In Life...Liz Dewhurst has witnessed quite a bit in her thirty-seven years: the birth of her son, the death of her mother, the waxing and waning days on the farm where she was raised...the sight of her husband in another womans arms. Suddenly, shes feeling worn down and used up by the very lifestyle upon which she once thrived. Bitterness at her broken marriage has distanced her from her son, Alex-even as shes poured all her remaining energy into battling the development company that wants to purchase her familys land to build a golf course...;Fiction, Romance, Relationships, Drama, Scotland, Chick Lit, Adult Fiction;416;St. Martins Paperbacks;January 20th 2003;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311990905l/499749.jpg;"
"Working Parts; ;Lucy Jane Bledsoe;An engaging debut novel about two individuals who challenge themselves and each other through friendship, commitment, reading, and sportLesbian cyclist Lori Taylor is an exceedingly likable, top-notch bike mechanic. Shes a smart woman with an embarrassing secret: she cant read. Her best friend Mickey, also a bike mechanic, is long on literacy but he often comes up short on love. In Lucy Jane Bledsoes first novel, the two friends enter into a pact that leads each of them into dangerous emotional territory. As they negotiate the rough ride of personal growth and strained friendship, the mutual dream that drove them to the pact begins to unravel. Set at breakneck speed, Working Parts dazzles with its vibrant prose, memorable characters, and snappy dialogue. Bledsoes increasing number of fans will eagerly welcome this fully realized story;Fiction, Queer, Lesbian, Lesbian Fiction, LGBT;208;Seal Press;03/27/97;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348767639l/958851.jpg;"
"The Call of the Wild; ;Jack London;First published in 1903, The Call of the Wild is regarded as Jack Londons masterpiece. Based on Londons experiences as a gold prospector in the Canadian wilderness and his ideas about nature and the struggle for existence, The Call of the Wild is a tale about unbreakable spirit and the fight for survival in the frozen Alaskan Klondike.;Classics, Fiction, Adventure, Young Adult, Animals, Historical Fiction, Literature, School, Childrens, Novels;172;Scholastic;01/01/01;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452291694l/1852.jpg;"
"Jonathan Livingston Seagull; ;Richard Bach;This is a story for people who follow their hearts and make their own rules...people who get special pleasure out of doing something well, even if only for themselves...people who know theres more to this living than meets the eye: they'll be right there with Jonathan, flying higher and faster than ever they dreamed.Jonathan Livingston Seagull is no ordinary bird. He believes it is every gulls right to fly, to reach the ultimate freedom of challenge and discovery, finding his greatest reward in teaching younger gulls the joy of flight and the power of dreams. The special 20th anniversary release of this spiritual classic!;Fiction, Classics, Philosophy, Fantasy, Spirituality, Inspirational, Self Help, Literature, Novels, Animals;112;Scribner;02/07/06;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432222358l/71728._SX318_.jpg;"
"The Veiled Heart;The Velvet Basement ;Elsa Holland;A fleeting brush with a handsome stranger at the scandalous Velvet Basement creates a chance encounter to sin. Surrendering once could be forgiven, but what happens when this dangerous game promises to extend beyond one unforgettable encounter to a passion that threatens the very foundation of her world?  Max, is delighted at the invitation by the veiled visitor to the decadent Velvet Basement. But the flammable seduction turns world-shaking when the veil is torn and reveals the woman who has always haunted him. Can he play a dangerous game and win the heart of the woman he wants? Or will discovering his true identity push Miriam far out of reach forever?;Romance, Historical, Historical Romance, Erotica, Historical Fiction, Amazon, Dark;302;Elsa Holland Books;07/13/15;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442885815l/25906319._SY475_.jpg;"
"The Phantom Tollbooth; ;Norton Juster;This beloved story -first published more than fifty years ago- introduces readers to Milo and his adventures in the Lands Beyond. For Milo, everything's a bore. When a tollbooth mysteriously appears in his room, he drives through only because he's got nothing better to do. But on the other side, things seem different. Milo visits the Island of Conclusions (you get there by jumping), learns about time from a ticking watchdog named Tock, and even embarks on a quest to rescue Rhyme and Reason! Somewhere along the way, Milo realizes something astonishing. Life is far from dull. In fact, it's exciting beyond his wildest dreams. . . ;Fantasy, Fiction, Childrens, Classics, Young Adult, Middle Grade, Adventure, Humor, Science Fiction Fantasy, Juvenile;256;Random House Bullseye Books;01/28/96;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558858485l/378._SX318_.jpg;"
"Bridge to Terabithia; ;Katherine Paterson;Jess Aarons greatest ambition is to be the fastest runner in his grade. Hes been practicing all summer and cant wait to see his classmates faces when he beats them all. But on the first day of school, a new girl boldly crosses over to the boys side and outruns everyone.Thats not a very promising beginning for a friendship, but Jess and Leslie Burke become inseparable. Together they create Terabithia, a magical kingdom in the woods where the two of them reign as king and queen, and their imaginations set the only limits.;Young Adult, Fiction, Classics, Childrens, Fantasy, Middle Grade, Realistic Fiction, School, Juvenile, Contemporary;190;HarperCollins;10/06/09;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532478367l/40940121._SY475_.jpg;"
"The Hunger Games Trilogy Boxset;The Hunger Games ;Suzanne Collins;The extraordinary, ground breaking New York Times bestsellers The Hunger Games and Catching Fire, along with the third book in The Hunger Games trilogy by Suzanne Collins, Mockingjay, are available for the first time ever in a beautiful boxset edition. Stunning, gripping, and powerful. The trilogy is now complete!;Young Adult, Fiction, Fantasy, Dystopia, Science Fiction, Romance, Adventure, Teen, Action, Novels;1155;Scholastic Press;08/24/10;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360094673l/7938275.jpg;"
"The Star Outside my Window; ;Onjali Q. ;My mum is up there somewhere. Shes waiting -- I can feel it. I just have to find her in time, thats all ... Because when I do, Ill know the truth about who stole her.  Told through the innocent voice of a child, this is a story that celebrates the power of hope and resilience, from the author of The Boy at the Back of the Class.On her tenth birthday, Aniyah makes a wish -- a wish for her mum. After school that same day, Aniyah and her brother are rushed out of school and driven far, far away.So Aniyah sets out to find out the truth -- about the wish and about what happened to her mother. And in doing so she ends up on an adventure she never could have foreseen...one that involves a very clever squirrel, a homeless man named Harry, the Royal Observatory at Greenwich, and the biggest star in Hollywood...;Middle Grade, Novels, Childrens, Fiction, Family, Adventure, Space, Contemporary, School, Fostering;256;Orion Childrens Books;11/03/ 2019;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549469790l/43866010._SY475_.jpg;"
"Unbelievable;Port Fare;Sherry Gammon;Lilah Lopez Dresers in town to take care of unfinished family business. They say the apple doesnt fall far from the tree ... or does it? Is there more to this Dreser than meets the eye? Is Cole in mortal danger when this firestorm throws sparks his way? This time around it may be a Dreser causing an uproar in Port Fare. It just may be Coles best friend Booker. But is he wrong? Usually not!;Romance, Young Adult, Contemporary, Contemporary Romance, Suspense, Abuse, Mystery, New Adult, Love, Young Adult Romance;360;Wordpaintings Unlimited;04/11/2014;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365086674l/12395883.jpg;"
"Divergent;Divergent;Veronica Roth;In Beatrice Priors dystopian Chicago world, society is divided into five factions, each dedicated to the cultivation of a particular virtual Candor (the honest), Abnegation (the selfless), Dauntless (the brave), Amity (the peaceful), and Erudite. On an appointed day of every year, all sixteen-year-olds must select the faction to which they will devote the rest of their lives. For Beatrice, the decision is between staying with her family and being who she really is she cant have both. So she makes a choice that surprises everyone, including herself.During the highly competitive initiation that follows, Beatrice renames herself Tris and struggles alongside her fellow initiates to live out the choice they have made. Together they must undergo extreme physical tests of endurance and intense psychological simulations, some with devastating consequences. As initiation transforms them all, Tris must determine who her friends really are and where, exactly, a romance with a sometimes fascinating, sometimes exasperating boy fits into the life shes chosen it might destroy her;Young Adult, Dystopia, Fiction, Fantasy, Science Fiction, Romance, Adventure, Teen, Post Apocalyptic, Action;94;Chicago, Illinois;04/09/97;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588455221l/13335037._SY475_.jpg;"
"The Great Gatsby;;F. Scott Fitzgerald;F. Scott Fitzgeralds third book, stands as the supreme achievement of his career. This exemplary novel of the Jazz Age has been acclaimed by generations of readers. The story is of the fabulously wealthy Jay Gatsby and his new love for the beautiful Daisy Buchanan;Classics, Fiction, School, Literature, Historical Fiction, Romance, Novels, Read For School, High School, American;200;Yale University Press;09/28/04;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490528560l/4671._SY475_.jpg;"
"The Alchemist;;Paulo Coelho;Paulo Coelhos enchanting novel has inspired a devoted following around the world. This story, dazzling in its powerful simplicity and soul-stirring wisdom, is about an Andalusian shepherd boy named Santiago who travels from his homeland in Spain to the Egyptian desert in search of a treasure buried near the Pyramids. Along the way he meets a Gypsy woman, a man who calls himself king, and an alchemist, all of whom point Santiago in the direction of his quest. No one knows what the treasure is, or if Santiago will be able to surmount the obstacles in his path. But what starts out as a journey to find worldly goods turns into a discovery of the treasure found within. Lush, evocative, and deeply humane, the story of Santiago is an eternal testament to the transforming power of our dreams and the importance of listening to our hearts.;Fiction, Classics, Fantasy, Philosophy, Novels, Spirituality, Literature, Self Help, Inspirational, Adventure;182;Harper Collins;04/15/14;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466865542l/18144590._SY475_.jpg;"
"Crime and Punishment;;Fyodor Dostoyevsky;Raskolnikov, a destitute and desperate former student, wanders through the slums of St Petersburg and commits a random murder without remorse or regret. He imagines himself to be a great man, a Napoleon: acting for a higher purpose beyond conventional moral law. But as he embarks on a dangerous game of cat and mouse with a suspicious police investigator, Raskolnikov is pursued by the growing voice of his conscience and finds the noose of his own guilt tightening around his neck. Only Sonya, a downtrodden prostitute, can offer the chance of redemption.;Classics, Fiction, Russia, Literature, Russian Literature, Novels, Philosophy, Crime, 19th Century, School ;671; Russian Empire;03/15/15;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382846449l/7144.jpg;"
"The Great Gatsby;;F. Scott Fitzgerald;F. Scott Fitzgeralds third book, stands as the supreme achievement of his career. This exemplary novel of the Jazz Age has been acclaimed by generations of readers. The story is of the fabulously wealthy Jay Gatsby and his new love for the beautiful Daisy Buchanan;Classics, Fiction, School, Literature, Historical Fiction, Romance, Novels, Read For School, High School, American;200;Yale University Press;09/28/04;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490528560l/4671._SY475_.jpg;"
"The Little Prince;;Antoine de Saint;A PBS Great American Read Top 100 PickFew stories are as widely read and as universally cherished by children and adults alike as The Little Prince. Richard Howards translation of the beloved classic beautifully reflects Saint unique and gifted style. Howard, an acclaimed poet and one of the preeminent translators of our time, has excelled in bringing the English text as close as possible to the French, in language, style, and most important, spirit. The artwork in this edition has been restored to match in detail and in color Saints original artwork. Combining Richard Howards translation with restored original art, this definitive English-language edition of The Little Prince will capture the hearts of readers of all ages.;Classics, Fiction, Fantasy, Childrens, France, Young Adult, Philosophy, Literature, French Literature, Middle Grade;93;Yale University Press;06/29/00;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367545443l/157993.jpg;"
"Brave New World;;Aldous Huxley;Brave New World is a dystopian novel by English author Aldous Huxley, written in 1931 and published in 1932. Largely set in a futuristic World State, inhabited by genetically modified citizens and an intelligence-based social hierarchy, the novel anticipates huge scientific advancements in reproductive technology, sleep-learning, psychological manipulation and classical conditioning that are combined to make a dystopian society which is challenged by only a single individual: the storys protagonist.;Classics, Fiction, Science Fiction, Dystopia, Literature, Novels, School, Fantasy, Philosophy, Science Fiction Fantasy;288;Times Magazine;04/13/98;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575509280l/5129._SY475_.jpg;"
"Peter Pan;;J.M. Barrie;Peter Pan by J. M. Barrie Peter Pan, the mischievous boy who refuses to grow up, lands in the Darlings proper middle-class home to look for his shadow. He befriends Wendy, John and Michael and teaches them to fly (with a little help from fairy dust). He and Tinker Bell whisk them off to Never-land where they encounter the Red Indians, the Little Lost Boys, pirates and the dastardly Captain Hook.;Classics, Fantasy, Fiction, Childrens, Adventure, Young Adult, Audiobook, Middle Grade, Fairy Tales, Literature;176;;10/01/03;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337714526l/34268.jpg;"
"The Lion, the Witch and the Wardrobe;The Chronicles of Narnia;C.S. Lewis;Narnia...the land beyond the wardrobe door, a secret place frozen in eternal winter, a magical country waiting to be set free.Lucy is the first to find the secret of the wardrobe in the professors mysterious old house. At first her brothers and sister dont believe her when she tells of her visit to the land of Narnia. But soon Edmund, then Peter and Susan step through the wardrobe themselves. In Narnia they find a country buried under the evil enchantment of the White Witch. When they meet the Lion Aslan, they realize theyve been called to a great adventure and bravely join the battle to free Narnia from the Witchs sinister spell.;Fantasy, Classics, Fiction, Young Adult, Childrens, Adventure, Middle Grade, Christian, Magic, Christian Fiction;206;HarperCollins Publishers;10/28/05;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353029077l/100915.jpg;"
"The Waddi Tree;;Kerry McGinnis;Two branches of the McAllister family lead very different lives on cattle stations in Central Australia. Rob, a stickler for correctness, manages a wealthy, company-owned property, while his easygoing brother Sandy struggles to support his wife and son on an impoverished leasehold. When tragedy throws the families together, before ultimately driving them even further apart, its Sandys young son Jim who suffers most. Left to rebuild his shattered world, he depends on the larger-than-life station characters and the comfort of horses. This is tough country, where personal heartache is kept in perspective by drought, fire and isolation. The times are just as unforgiving, and as the years pass, Jim discovers that he must pay for his fathers mistakes as well as his own. Yet this harshly beautiful land is full of promise, a source of strength to Jim on his road from innocence to independence;Fiction;384;Penguin;August 8th 2007;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1268805013l/6473553.jpg;"
"Life, Interrupted;;Damian Kelleher;Lukes life is rudely interrupted when his mum, Pat, collapses at the hospital where she works. Thoughtful Luke, nearly 15, and his accident-prone younger brother Jesse each cope in their own ways. As time goes on it is clear Pat is not going to recover, and Lukes world rearranges itself, while friends and family rally round.;Young Adult;252;Piccadilly Books;December 10th 2008;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347227485l/6594367.jpg;"
"The Pistoleer;;James Carlos Blake;Relates the wild days of Wes Hardin through the voices of those who encountered him during the 42 years of his life: friends and enemies, kinfolk and strangers, lawmen and outlaws, gamblers and fancy ladies.;Historical Fiction, Westerns, Fiction, 19th Century, Crime;397;Berkley;08/01/96;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1176412390l/623822.jpg;"
"The Chasing Diaries;Chasing;Pamela Ann;Read this after you have read the first novel, Chasing Beautiful. A short novella about Kyle + Sienna + Blake.Sienna Richards was excited to start anew and follow her dreams to study in England--leaving her boyfriend behind, Kyle. She thought since they had gone through so much together, nothing can ever come in between them. Once in London, she got sucked into a different world building friendships and seeing life through different eyes. It didnt help that her roommate was friends with the most beautiful man she has ever laid eyes on, Blake Knightly. As the months progressed, she and Blake became close friends. But even though Siennas attraction to Blake was evidently strong, she wasnt about to give that up for Kyle. She loved Kyle and always will. But one phone call will change all of that. A call that will change her life forever.;Romance, New Adult, Contemporary, Erotica, Contemporary Romance, Novella, Short Stories, Realistic Fiction, Chick Lit, Amazon;39;CreateSpace Independent Publishing Platform;May 24th 2013;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373816135l/18193965.jpg;"
"Sister Citizen: Shame, Stereotypes, and Black Women in America;;Melissa V. Harris-Perry;Jezebels sexual lasciviousness, Mammys devotion, and Sapphires outspoken angerâ€”these are among the most persistent stereotypes that black women encounter in contemporary American life. Hurtful and dishonest, such representations force African American women to navigate a virtual crooked room that shames them and shapes their experiences as citizens. Many respond by assuming a mantle of strength that may convince others, and even themselves, that they do not need help. But as a result, the unique political issues of black women are often ignored and marginalized.In this groundbreaking book, Melissa V. Harris-Perry uses multiple methods of inquiry, including literary analysis, political theory, focus groups, surveys, and experimental research, to understand more deeply black womens political and emotional responses to pervasive negative race and gender images. Not a traditional political science work concerned with office-seeking, voting, or ideology, Sister Citizen instead explores how African American women understand themselves as citizens and what they expect from political organizing. Harris-Perry shows that the shared struggle to preserve an authentic self and secure recognition as a citizen links together black women in America, from the anonymous survivors of Hurricane Katrina to the current First Lady of the United States.;Nonfiction, Feminism, Race, Social Justice, Politics, History, African American, Anti Racist, Gender, Sociology;378;Yale University Press;September 20th 2011;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328847991l/11099156.jpg;"
"The Nine Lives of Chloe King;The Nine Lives of Chloe King;Celia Thomson;DYING CAN REALLY CHANGE A GIRLS LIFE.Chloe King is a normal girl. She goes to class (most of the time), fights with her mom, and crushes on a boy... or two. But around her sixteenth birthday, Chloe finds that perhaps she is not so normal after all. There are the heightened night vision, the super fast reflexes oh, and the claws.As she discovers who she is and where she comes from it is clear she is not alone. And someone is out to get her. Chloe has nine lives. But will nine be enough?;Young Adult, Fantasy, Paranormal, Romance, Fiction, Urban Fantasy, Supernatural, Paranormal Romance, Mythology, Young Adult Fantasy;773;Simon Pulse;June 7th 2011;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463275201l/10482783._SY475_.jpg;"
"Fracture;The Secret Enemy Saga;Virginia McKevitt;Strange things are happening in the little town of Blessing. Some of the townsfolk are dreaming of angels, others are dreaming of beautiful and seductive creatures. Either way, they are happy, after all this is Blessing.  Soon the dreams become a curse. Most people are having headaches and some are dying. An old drunk dies in a camper fire, a young factory worker dies of a drug overdose and a young womans parents are brutally murdered for no apparent reason. There is a reason, a hunger. A dark hunger that cannot be satisfied by simple food or drink. A hunger that is not from this world.  The Couton, an ancient clan of women who feed off the memories of others have come to our world. They have found the fracture that has been kept secret for centuries and now have new feeding ground.  They are not alone. An assassin has been sent to our world to bring them back. His mission is to get in and out before he or his prey are discovered. Fate has a different plan for this warrior. He encounters Kristina, the strongwilled young woman whose death of her parents sends her on a collision course with a man who will lead her to discover she is more than meets the eye in both worlds.;Paranormal, Fantasy, Paranormal Romance, Romance;320;Amazon.com;03/05/12;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331613068l/13539142._SY475_.jpg;"
